TransactionID,isFraud
3663549,0.017124632
3663550,0.014583832
3663551,0.024665836
3663552,0.0046652225
3663553,0.0039800634
3663554,0.0032635042
3663555,0.020265372
3663556,0.01416763
3663557,0.008785224
3663558,0.018385742
3663559,0.0064159897
3663560,0.0041413796
3663561,0.024282485
3663562,0.008542044
3663563,0.008119143
3663564,0.0046688793
3663565,0.003099731
3663566,0.0050570057
3663567,0.00409494
3663568,0.008960737
3663569,0.009534168
3663570,0.0031455485
3663571,0.012921847
3663572,0.00870449
3663573,0.014825102
3663574,0.0049552573
3663575,0.002155339
3663576,0.011685027
3663577,0.012833822
3663578,0.0067168525
3663579,0.03206053
3663580,0.0105779525
3663581,0.038994703
3663582,0.010153634
3663583,0.004746265
3663584,0.0042351233
3663585,0.012160578
3663586,0.016501488
3663587,0.028642412
3663588,0.019970644
3663589,0.039437424
3663590,0.010934089
3663591,0.0060229395
3663592,0.005957091
3663593,0.005516832
3663594,0.016075617
3663595,0.015286812
3663596,0.0048844763
3663597,0.0050032455
3663598,0.026882015
3663599,0.0056835595
3663600,0.006990393
3663601,0.0562598
3663602,0.27430117
3663603,0.008280349
3663604,0.009594507
3663605,0.046997357
3663606,0.009740883
3663607,0.010993157
3663608,0.0018043091
3663609,0.002223428
3663610,0.0088979425
3663611,0.0010287076
3663612,0.004030816
3663613,0.024895666
3663614,0.028073948
3663615,0.021330077
3663616,0.0026166055
3663617,0.0024182287
3663618,0.0042645414
3663619,0.017030662
3663620,0.00973604
3663621,0.011748342
3663622,0.015977906
3663623,0.002448364
3663624,0.02045409
3663625,0.0023931537
3663626,0.03323793
3663627,0.00726515
3663628,0.013836717
3663629,0.029564198
3663630,0.0043374104
3663631,0.01641059
3663632,0.0035823106
3663633,0.0060306718
3663634,0.02254234
3663635,0.009867227
3663636,0.042803768
3663637,0.021943908
3663638,0.006321193
3663639,0.0052105864
3663640,0.007417468
3663641,0.01719562
3663642,0.011018495
3663643,0.007145691
3663644,0.004128973
3663645,0.0036542052
3663646,0.0203698
3663647,0.0182843
3663648,0.001674412
3663649,0.015443717
3663650,0.0203698
3663651,0.0029261766
3663652,0.014800341
3663653,0.0041566347
3663654,0.0076303934
3663655,0.07542683
3663656,0.011121462
3663657,0.009366879
3663658,0.0061811213
3663659,0.0023222044
3663660,0.007177548
3663661,0.018670766
3663662,0.0057186196
3663663,0.012470559
3663664,0.0070566614
3663665,0.02151716
3663666,0.0030419552
3663667,0.0041719098
3663668,0.0031691603
3663669,0.023061976
3663670,0.007816477
3663671,0.008234852
3663672,0.017138787
3663673,0.011604503
3663674,0.0042485874
3663675,0.0028195234
3663676,0.003092394
3663677,0.009765433
3663678,0.0028707013
3663679,0.007957255
3663680,0.00278074
3663681,0.003225215
3663682,0.007258365
3663683,0.011793776
3663684,0.039761662
3663685,0.014604536
3663686,0.032479677
3663687,0.027163982
3663688,0.0067131156
3663689,0.007918698
3663690,0.01006794
3663691,0.003678626
3663692,0.0090491
3663693,0.015583486
3663694,0.007276818
3663695,0.020904994
3663696,0.01232657
3663697,0.0064969645
3663698,0.010669087
3663699,0.0174942
3663700,0.032818593
3663701,0.051147703
3663702,0.00761488
3663703,0.0035251952
3663704,0.08707842
3663705,0.28134656
3663706,0.01131983
3663707,0.0022904824
3663708,0.0026663241
3663709,0.010142737
3663710,0.0464825
3663711,0.0025925608
3663712,0.05284227
3663713,0.022253055
3663714,0.02082946
3663715,0.0070544537
3663716,0.0132241035
3663717,0.0066650216
3663718,0.007338622
3663719,0.057178292
3663720,0.0028571915
3663721,0.008325343
3663722,0.0058853216
3663723,0.022814512
3663724,0.011438379
3663725,0.010361886
3663726,0.015959391
3663727,0.0039965333
3663728,0.002953218
3663729,0.015581694
3663730,0.008381158
3663731,0.00718731
3663732,0.003188431
3663733,0.018130513
3663734,0.0017377728
3663735,0.010898235
3663736,0.0062746373
3663737,0.022759203
3663738,0.0052447366
3663739,0.010579479
3663740,0.009334916
3663741,0.0112932315
3663742,0.005530067
3663743,0.0061012856
3663744,0.014634747
3663745,0.017458592
3663746,0.012961105
3663747,0.009599355
3663748,0.0021911834
3663749,0.0077330866
3663750,0.0060734996
3663751,0.0025897338
3663752,0.014619777
3663753,0.005235739
3663754,0.04115463
3663755,0.02136304
3663756,0.02680567
3663757,0.013391236
3663758,0.012095713
3663759,0.011327594
3663760,0.005631277
3663761,0.015285605
3663762,0.002020323
3663763,0.0054540527
3663764,0.004011577
3663765,0.001299808
3663766,0.0061598746
3663767,0.013492125
3663768,0.0053738654
3663769,0.12452404
3663770,0.00282786
3663771,0.018197155
3663772,0.010028173
3663773,0.1337629
3663774,0.0027108327
3663775,0.007432681
3663776,0.0044773235
3663777,0.0043232944
3663778,0.29210964
3663779,0.008309501
3663780,0.21752423
3663781,0.00501744
3663782,0.0059679043
3663783,0.007764334
3663784,0.005634589
3663785,0.009340324
3663786,0.0073650377
3663787,0.0027969356
3663788,0.014996431
3663789,0.005723909
3663790,0.008439986
3663791,0.005260368
3663792,0.014806324
3663793,0.30843508
3663794,0.007533453
3663795,0.0047857417
3663796,0.0035041627
3663797,0.0165784
3663798,0.012552738
3663799,0.010810181
3663800,0.010388079
3663801,0.014240575
3663802,0.013965103
3663803,0.029455937
3663804,0.005009208
3663805,0.014838987
3663806,0.00532836
3663807,0.005926286
3663808,0.006499317
3663809,0.0055141826
3663810,0.004700123
3663811,0.0856766
3663812,0.13366227
3663813,0.11821614
3663814,0.0014195836
3663815,0.015829902
3663816,0.0048517254
3663817,0.0038474659
3663818,0.011685578
3663819,0.013734903
3663820,0.008668947
3663821,0.21567248
3663822,0.008095269
3663823,0.02465782
3663824,0.035808284
3663825,0.003617804
3663826,0.007485939
3663827,0.85202295
3663828,0.5739912
3663829,0.005046779
3663830,0.00832108
3663831,0.0022809021
3663832,0.021896543
3663833,0.024053456
3663834,0.010724427
3663835,0.02327478
3663836,0.8272593
3663837,0.008217758
3663838,0.009909585
3663839,0.012411879
3663840,0.0047867685
3663841,0.031909
3663842,0.0031017957
3663843,0.010485281
3663844,0.004382006
3663845,0.0076344647
3663846,0.005364665
3663847,0.0076258164
3663848,0.02281171
3663849,0.014191073
3663850,0.0120767355
3663851,0.03408688
3663852,0.006642947
3663853,0.011045345
3663854,0.0039075953
3663855,0.02261153
3663856,0.0055786264
3663857,0.01453226
3663858,0.020346548
3663859,0.023433473
3663860,0.007221265
3663861,0.006811669
3663862,0.006436983
3663863,0.009877738
3663864,0.039399575
3663865,0.0029267373
3663866,0.0068835816
3663867,0.004220591
3663868,0.0027473778
3663869,0.014333972
3663870,0.0023943093
3663871,0.0049897786
3663872,0.01654637
3663873,0.008519443
3663874,0.0079893395
3663875,0.009318451
3663876,0.010822966
3663877,0.0080920495
3663878,0.0018009894
3663879,0.002938828
3663880,0.027480386
3663881,0.019786542
3663882,0.005333407
3663883,0.014996431
3663884,0.009961208
3663885,0.010229655
3663886,0.0142645985
3663887,0.0044738133
3663888,0.0040683346
3663889,0.023199625
3663890,0.005464061
3663891,0.02240846
3663892,0.0068071834
3663893,0.027850091
3663894,0.0046052835
3663895,0.007391733
3663896,0.0046548517
3663897,0.011694321
3663898,0.035688303
3663899,0.0068851365
3663900,0.04434965
3663901,0.010526141
3663902,0.00088634604
3663903,0.002729662
3663904,0.006712515
3663905,0.013440288
3663906,0.005749036
3663907,0.0088479025
3663908,0.009855769
3663909,0.016148856
3663910,0.012576088
3663911,0.26688236
3663912,0.005941123
3663913,0.009968952
3663914,0.016673464
3663915,0.00574951
3663916,0.014167397
3663917,0.0029675176
3663918,0.003709254
3663919,0.027282791
3663920,0.008620815
3663921,0.023665275
3663922,0.017763851
3663923,0.004073527
3663924,0.004911743
3663925,0.01297973
3663926,0.0034406714
3663927,0.024607342
3663928,0.0030604547
3663929,0.006677516
3663930,0.0061167227
3663931,0.020431502
3663932,0.00415052
3663933,0.016473668
3663934,0.017103713
3663935,0.01321274
3663936,0.019810291
3663937,0.03222718
3663938,0.08060409
3663939,0.014373653
3663940,0.0040745665
3663941,0.009661653
3663942,0.08501915
3663943,0.016237149
3663944,0.013024064
3663945,0.01835995
3663946,0.010661178
3663947,0.0109158335
3663948,0.0055901343
3663949,0.046969645
3663950,0.0034424015
3663951,0.0037379817
3663952,0.006087831
3663953,0.0013006415
3663954,0.004776349
3663955,0.016770292
3663956,0.008356873
3663957,0.020820534
3663958,0.0063197403
3663959,0.005805374
3663960,0.0066223433
3663961,0.005242227
3663962,0.001773541
3663963,0.018029865
3663964,0.044181135
3663965,0.015810985
3663966,0.003660302
3663967,0.0056224563
3663968,0.016303541
3663969,0.0066348207
3663970,0.018213896
3663971,0.0048174667
3663972,0.030266542
3663973,0.006389795
3663974,0.007497626
3663975,0.0054908493
3663976,0.005085875
3663977,0.024538154
3663978,0.0064745382
3663979,0.0029684275
3663980,0.006551227
3663981,0.010951837
3663982,0.010461906
3663983,0.012334317
3663984,0.012334317
3663985,0.012334317
3663986,0.01717374
3663987,0.0043459544
3663988,0.004258868
3663989,0.0075867246
3663990,0.017908394
3663991,0.0037826444
3663992,0.020974554
3663993,0.0351265
3663994,0.0018471763
3663995,0.0048119305
3663996,0.009351432
3663997,0.013131395
3663998,0.020388449
3663999,0.013761477
3664000,0.0421907
3664001,0.013527528
3664002,0.017762162
3664003,0.019474482
3664004,0.0025574823
3664005,0.0089388
3664006,0.010472935
3664007,0.01972271
3664008,0.017753188
3664009,0.013476983
3664010,0.014458693
3664011,0.027006282
3664012,0.009292915
3664013,0.01788135
3664014,0.021595627
3664015,0.019860538
3664016,0.012873348
3664017,0.0053121876
3664018,0.0037227413
3664019,0.0031956546
3664020,0.005156851
3664021,0.003121965
3664022,0.0037836956
3664023,0.008256052
3664024,0.0027352036
3664025,0.018425042
3664026,0.0053980197
3664027,0.0022715675
3664028,0.0027671878
3664029,0.0065440587
3664030,0.002520303
3664031,0.014588123
3664032,0.016964836
3664033,0.011456132
3664034,0.016124994
3664035,0.0036694885
3664036,0.0049313405
3664037,0.010268403
3664038,0.015168093
3664039,0.007501246
3664040,0.0042482484
3664041,0.0026100061
3664042,0.0023083538
3664043,0.014214425
3664044,0.0042172517
3664045,0.021240337
3664046,0.01768568
3664047,0.0019593793
3664048,0.022720588
3664049,0.031054778
3664050,0.0044368855
3664051,0.02510893
3664052,0.16081999
3664053,0.24202442
3664054,0.009524928
3664055,0.0125440825
3664056,0.024565253
3664057,0.016866796
3664058,0.010336432
3664059,0.02923634
3664060,0.001612124
3664061,0.00804175
3664062,0.004942167
3664063,0.0043408936
3664064,0.002132216
3664065,0.02516944
3664066,0.019007377
3664067,0.004076169
3664068,0.007853574
3664069,0.0025741165
3664070,0.0019105533
3664071,0.009597012
3664072,0.03785387
3664073,0.006511604
3664074,0.0017499509
3664075,0.021488922
3664076,0.019322561
3664077,0.004391008
3664078,0.004330807
3664079,0.02492385
3664080,0.0067458875
3664081,0.0055731083
3664082,0.0018982631
3664083,0.0021542574
3664084,0.009583904
3664085,0.0033579967
3664086,0.022359293
3664087,0.015497471
3664088,0.015759261
3664089,0.00517746
3664090,0.0028888572
3664091,0.020801425
3664092,0.0036441772
3664093,0.005666366
3664094,0.04781797
3664095,0.057382405
3664096,0.010696321
3664097,0.0025420818
3664098,0.009610832
3664099,0.044543758
3664100,0.0070261094
3664101,0.0015706248
3664102,0.010711065
3664103,0.20304674
3664104,0.007116626
3664105,0.053951383
3664106,0.072644226
3664107,0.0036065867
3664108,0.0052789175
3664109,0.0039581642
3664110,0.0065856557
3664111,0.0035588834
3664112,0.018430356
3664113,0.012364147
3664114,0.0049672015
3664115,0.009889838
3664116,0.011118893
3664117,0.006185502
3664118,0.0030439415
3664119,0.02017679
3664120,0.0036987192
3664121,0.00421561
3664122,0.0043913047
3664123,0.009673582
3664124,0.0071969726
3664125,0.004391144
3664126,0.0037661402
3664127,0.029459797
3664128,0.0104759345
3664129,0.008180184
3664130,0.015971152
3664131,0.031747393
3664132,0.023232795
3664133,0.011376426
3664134,0.010992058
3664135,0.0037181263
3664136,0.018423192
3664137,0.012060181
3664138,0.010734945
3664139,0.0038922448
3664140,0.006412368
3664141,0.0030547248
3664142,0.0036947797
3664143,0.008809868
3664144,0.007974124
3664145,0.0021095674
3664146,0.023215797
3664147,0.014238432
3664148,0.009405461
3664149,0.012725309
3664150,0.0021825586
3664151,0.0027327922
3664152,0.0040699984
3664153,0.009122021
3664154,0.015315342
3664155,0.005355533
3664156,0.020356834
3664157,0.02689663
3664158,0.0041303653
3664159,0.0013109721
3664160,0.016998962
3664161,0.008099746
3664162,0.011129729
3664163,0.0068438784
3664164,0.0052848496
3664165,0.0075370832
3664166,0.0030864389
3664167,0.0050130473
3664168,0.013913346
3664169,0.0050130473
3664170,0.029318187
3664171,0.005134557
3664172,0.016265173
3664173,0.004445933
3664174,0.0055836784
3664175,0.009884544
3664176,0.054260712
3664177,0.021902729
3664178,0.0027771443
3664179,0.009283232
3664180,0.02573505
3664181,0.012938401
3664182,0.008730494
3664183,0.0023386613
3664184,0.006818725
3664185,0.006156883
3664186,0.007919548
3664187,0.005399643
3664188,0.007177072
3664189,0.013365607
3664190,0.0050207875
3664191,0.010676367
3664192,0.004356053
3664193,0.005860127
3664194,0.015655791
3664195,0.0010489434
3664196,0.017266573
3664197,0.0024102826
3664198,0.004379342
3664199,0.04599588
3664200,0.012423002
3664201,0.0019225945
3664202,0.0069638747
3664203,0.01210514
3664204,0.011369955
3664205,0.00089274993
3664206,0.030431282
3664207,0.015314751
3664208,0.012563589
3664209,0.0051660766
3664210,0.030155633
3664211,0.031816833
3664212,0.007808157
3664213,0.007745255
3664214,0.010434988
3664215,0.008284712
3664216,0.008260074
3664217,0.0029954182
3664218,0.020574113
3664219,0.00092287455
3664220,0.00946425
3664221,0.019615522
3664222,0.018874547
3664223,0.008902262
3664224,0.006222091
3664225,0.0061421487
3664226,0.03514911
3664227,0.0014483195
3664228,0.039474588
3664229,0.010680841
3664230,0.007748143
3664231,0.012993482
3664232,0.03307636
3664233,0.0075625037
3664234,0.027558692
3664235,0.007933842
3664236,0.025629487
3664237,0.013070907
3664238,0.002312941
3664239,0.0058237542
3664240,0.002587796
3664241,0.0081609525
3664242,0.002735672
3664243,0.0071678637
3664244,0.020521289
3664245,0.0033376922
3664246,0.025670987
3664247,0.012327928
3664248,0.0030842712
3664249,0.0031994542
3664250,0.0065046675
3664251,0.010268064
3664252,0.016067209
3664253,0.0016952382
3664254,0.008115926
3664255,0.01749129
3664256,0.005167133
3664257,0.014013387
3664258,0.0035305943
3664259,0.06483002
3664260,0.004077526
3664261,0.015540059
3664262,0.004207347
3664263,0.002757882
3664264,0.0046400554
3664265,0.0041530733
3664266,0.0022064028
3664267,0.0024340346
3664268,0.005468442
3664269,0.009334916
3664270,0.008298867
3664271,0.0068234857
3664272,0.014701424
3664273,0.0065312493
3664274,0.0036635292
3664275,0.013441711
3664276,0.0025480604
3664277,0.0010329044
3664278,0.0074821995
3664279,0.0062451465
3664280,0.008721421
3664281,0.0040557473
3664282,0.0054208855
3664283,0.0032679853
3664284,0.01130831
3664285,0.057463296
3664286,0.002947631
3664287,0.03304932
3664288,0.011685578
3664289,0.0025121097
3664290,0.05243013
3664291,0.011848397
3664292,0.02453545
3664293,0.051050596
3664294,0.011201773
3664295,0.03048786
3664296,0.018898679
3664297,0.031767964
3664298,0.0053354204
3664299,0.028477281
3664300,0.00493292
3664301,0.04531856
3664302,0.0027960127
3664303,0.0072335517
3664304,0.015725903
3664305,0.0020038215
3664306,0.011971636
3664307,0.040760215
3664308,0.02219099
3664309,0.029152608
3664310,0.0044936715
3664311,0.009488268
3664312,0.049229622
3664313,0.02880533
3664314,0.0068675363
3664315,0.0112807695
3664316,0.052757353
3664317,0.00556554
3664318,0.0029805736
3664319,0.05346097
3664320,0.00828304
3664321,0.06677559
3664322,0.010778069
3664323,0.022950344
3664324,0.0068999683
3664325,0.03084452
3664326,0.0017840024
3664327,0.011285999
3664328,0.061401393
3664329,0.011011498
3664330,0.011916864
3664331,0.0045099766
3664332,0.014237557
3664333,0.012106098
3664334,0.012478202
3664335,0.013145781
3664336,0.001774154
3664337,0.007890581
3664338,0.10716623
3664339,0.0071439934
3664340,0.008223472
3664341,0.002364191
3664342,0.0084942505
3664343,0.014479072
3664344,0.0033552914
